,Jogo 1,Jogo 1,Jogo 1,Jogo 1,Jogo 1,Jogo 1,Jogo 1,Jogo 1,Jogo 2,Jogo 2,Jogo 2,Jogo 2,Jogo 2,Jogo 2
193,4646,4,Vitoria,Amarelo,Neto Coruja,,Meio-campo,45,4709.0,10.0,Sport,Neto Baiano,44,
194,4647,5,Goias,Amarelo,Willian José de Souza,5.0,Meio-campo,81,4708.0,10.0,Figueirense,Thiago Heleno,5,
195,4647,5,Goias,Amarelo,Esquerdinha,,Meio-campo,89,4708.0,10.0,Figueirense,Everaldo Stum,69,
196,4647,5,Goias,Amarelo,Alex Alves Cardoso,15.0,Zagueiro,78,4712.0,10.0,Flamengo,Samir,35,
197,4648,5,Cruzeiro,Amarelo,Éverton Ribeiro,17.0,Meio-campo,90,4712.0,10.0,Athletico-PR,Douglas Coutinho,20,
198,4648,5,Coritiba,Amarelo,Luccas Claro,3.0,Zagueiro,49,4712.0,10.0,Athletico-PR,Cleberson Martins de Souza,61,
199,4648,5,Cruzeiro,Amarelo,Dagoberto Pelentier,11.0,Atacante,73,4711.0,10.0,Sao Paulo,Alan Kardec,20,
200,4651,5,Sao Paulo,Amarelo,Maicon,18.0,Meio-campo,21,4711.0,10.0,Sao Paulo,Rogério Ceni,13,Penalty
201,4651,5,Flamengo,Amarelo,Léo Moura,2.0,Zagueiro,19,4710.0,10.0,Criciuma,Paulo Baier,59,
202,4649,5,Gremio,Amarelo,Alan Ruiz,11.0,Meio-campo,68,4710.0,10.0,Criciuma,Sérgio Antônio Borges Júnior,67,
203,4649,5,Fluminense,Amarelo,Elivélton,14.0,Zagueiro,81,4710.0,10.0,Criciuma,Paulo Baier,40,Penalty
204,4649,5,Fluminense,Vermelho,Fred,9.0,Atacante,69,4710.0,10.0,Fluminense,Darío Conca,84,
205,4649,5,Gremio,Amarelo,Marcos Rogério Ricci Lopes,2.0,Zagueiro,68,4710.0,10.0,Fluminense,Matheus Carvalho,85,
206,4649,5,Gremio,Amarelo,Ramiro Moschen Benetti,17.0,Meio-campo,41,4714.0,10.0,Santos,Alison Lopes Ferreira,69,
207,4649,5,Fluminense,Amarelo,Fred,9.0,Atacante,68,4714.0,10.0,Santos,Bruno Uvini,24,
208,4650,5,Corinthians,Amarelo,Cleber Reis,3.0,Zagueiro,80,4713.0,10.0,Corinthians,Paolo Guerrero,7,
209,4650,5,Corinthians,Amarelo,Jadson,10.0,Meio-campo,43,4713.0,10.0,Corinthians,Fagner,10,
210,4650,5,Figueirense,Amarelo,Ricardo Bueno,,Atacante,79,4713.0,10.0,Internacional,Cláudio Winck,90+1,
211,4650,5,Figueirense,Amarelo,Leandro Silva,2.0,Zagueiro,24,4715.0,10.0,Cruzeiro,Rafael Berger,62,Gol Contra
212,4650,5,Corinthians,Amarelo,Romarinho,31.0,,59,4715.0,10.0,Cruzeiro,Ricardo Goulart,72,
213,4650,5,Corinthians,Amarelo,Guilherme dos Santos Torres,19.0,Meio-campo,35,4715.0,10.0,Cruzeiro,Éverton Ribeiro,76,
214,4650,5,Figueirense,Amarelo,Éverton Santos,86.0,Atacante,71,4715.0,10.0,Vitoria,Ayrton Ganino,90+2,
215,4652,5,Athletico-PR,Amarelo,Marcos Guilherme,22.0,Meio-campo,15,4717.0,11.0,Chapecoense,Ricardo Conceição,57,
216,4652,5,Chapecoense,Amarelo,Bruno César Pereira da Silva,,Meio-campo,16,4718.0,11.0,Gremio,Giuliano Victor de Paula,4,
217,4652,5,Athletico-PR,Amarelo,Marcelo Cirino da Silva,10.0,Atacante,78,4719.0,11.0,Atletico-MG,Luan Madson Gedeão de Paiva,66,
218,4652,5,Chapecoense,Amarelo,Fabiano,2.0,Zagueiro,63,4719.0,11.0,Bahia,Cristian Chagas Tarouco,25,
219,4654,5,Criciuma,Vermelho,Carlos Eduardo Santos Oliveira,,Zagueiro,43,4720.0,11.0,Botafogo-RJ,Mario Bolatti,12,
220,4654,5,Criciuma,Amarelo,Carlos Eduardo Santos Oliveira,,Zagueiro,32,4722.0,11.0,Cruzeiro,Manoel Messias Silva Carvalho,10,
221,4654,5,Internacional,Amarelo,Rafael Moura,11.0,Atacante,54,4722.0,11.0,Palmeiras,Fernando Tobio,54,
222,4654,5,Criciuma,Amarelo,Rodrigo Souza,,Meio-campo,90+3,4722.0,11.0,Cruzeiro,Ricardo Goulart,8,
223,4654,5,Internacional,Amarelo,Juan Silveira dos Santos,4.0,Zagueiro,80,4721.0,11.0,Internacional,Andrés D'Alessandro,45+3,Penalty
224,4654,5,Internacional,Amarelo,Willians Domingos Fernandes,8.0,Meio-campo,36,4721.0,11.0,Internacional,Fabrício dos Santos Silva,58,
225,4655,5,Santos,Amarelo,Thiago Ribeiro,26.0,Atacante,83,4721.0,11.0,Internacional,Alex Raphael Meschini,78,
226,4655,5,Santos,Amarelo,David Braz,14.0,Zagueiro,27,4721.0,11.0,Internacional,Rafael Moura,16,
227,4655,5,Atletico-MG,Amarelo,Victor,1.0,Goleiro,71,4724.0,11.0,Athletico-PR,Marcelo Cirino da Silva,53,
228,4655,5,Santos,Amarelo,Hélio Hermito Zampier Neto,,Zagueiro,40,4724.0,11.0,Athletico-PR,Douglas Coutinho,59,
229,4655,5,Atletico-MG,Amarelo,Leonardo Silva,3.0,Zagueiro,88,4725.0,11.0,Fluminense,Darío Conca,62,
230,4655,5,Atletico-MG,Amarelo,Emerson da Conceição,19.0,Zagueiro,69,4728.0,12.0,Cruzeiro,Dedé,50,
231,4658,6,Flamengo,Amarelo,Elano,,Meio-campo,53,4728.0,12.0,Cruzeiro,Lucas Silva Borges,41,Penalty
232,4658,6,Bahia,Amarelo,Cristian Chagas Tarouco,3.0,Zagueiro,11,4728.0,12.0,Cruzeiro,Ricardo Goulart,72,
233,4658,6,Flamengo,Amarelo,Éverton Cardoso da Silva,22.0,Meio-campo,69,4728.0,12.0,Cruzeiro,Dagoberto Pelentier,79,
234,4658,6,Flamengo,Amarelo,Alecsandro,9.0,Atacante,22,4728.0,12.0,Cruzeiro,Marcos Antônio da Silva Gonçalves,47,
235,4657,6,Coritiba,Amarelo,Andrés Fernandes Gonçalves,5.0,Meio-campo,90+3,4727.0,12.0,Santos,Rildo de Andrade Felicissimo,13,
236,4657,6,Coritiba,Amarelo,Alexsandro de Souza,10.0,Meio-campo,24,4727.0,12.0,Santos,Gabriel Barbosa,52,
237,4657,6,Internacional,Amarelo,Dida,1.0,Goleiro,75,4727.0,12.0,Santos,Diego Cardoso,80,
238,4657,6,Internacional,Amarelo,Marcos Antônio de Lima,3.0,Zagueiro,56,4729.0,12.0,Vitoria,Caio Canedo Corrêa,19,
239,4657,6,Internacional,Amarelo,Wellington Aparecido Martins,41.0,Meio-campo,25,4729.0,12.0,Vitoria,Caio Canedo Corrêa,67,
240,4657,6,Coritiba,Amarelo,Roni,,Meio-campo,45+1,4729.0,12.0,Vitoria,Ayrton Ganino,84,
241,4657,6,Internacional,Amarelo,Wellington Paulista,9.0,Atacante,90+3,4729.0,12.0,Criciuma,Sérgio Antônio Borges Júnior,90,
242,4657,6,Internacional,Amarelo,Otávio,33.0,Meio-campo,70,4730.0,12.0,Internacional,Wellington do Nascimento Silva,66,
243,4657,6,Internacional,Amarelo,Valdívia,29.0,,54,4734.0,12.0,Sport,Durval,69,
244,4660,6,Criciuma,Amarelo,João Vitor Lima Gomes,,Meio-campo,86,4734.0,12.0,Atletico-MG,Diego Tardelli,85,Penalty
245,4662,6,Fluminense,Amarelo,Darío Conca,11.0,Meio-campo,55,4734.0,12.0,Sport,Felipe Azevedo,51,
246,4662,6,Sao Paulo,Amarelo,Alexandre Pato,,Atacante,70,4731.0,12.0,Goias,Willian José de Souza,44,
247,4662,6,Sao Paulo,Amarelo,Luís Fabiano,9.0,Atacante,45,4731.0,12.0,Goias,Bruno Mineiro,49,
248,4662,6,Sao Paulo,Amarelo,Reinaldo Manoel da Silva,6.0,Zagueiro,83,4731.0,12.0,Sao Paulo,Kaká,76,
249,4662,6,Sao Paulo,Amarelo,Paulo Miranda,13.0,Zagueiro,55,4733.0,12.0,Corinthians,Paolo Guerrero,51,
250,4663,6,Gremio,Amarelo,Hernán Barcos,9.0,Atacante,73,4733.0,12.0,Corinthians,Petros,90+1,
251,4663,6,Botafogo-RJ,Amarelo,Carlos Alberto Gomes de Jesus,,Meio-campo,43,4732.0,12.0,Fluminense,Cícero Santos,65,
252,4663,6,Gremio,Amarelo,Alan Ruiz,11.0,Meio-campo,88,4732.0,12.0,Fluminense,Darío Conca,35,Penalty
253,4663,6,Botafogo-RJ,Amarelo,Emerson Sheik,,Atacante,71,4732.0,12.0,Fluminense,Jean Raphael Vanderlei Moreira,18,
254,4663,6,Botafogo-RJ,Amarelo,Gabriel Girotto Franco,15.0,Meio-campo,40,4736.0,12.0,Coritiba,Zé Love,49,
255,4661,6,Corinthians,Amarelo,Jadson,10.0,Meio-campo,75,4736.0,12.0,Coritiba,Zé Love,73,
256,4661,6,Athletico-PR,Amarelo,Cleberson Martins de Souza,4.0,Zagueiro,73,4736.0,12.0,Gremio,Hernán Barcos,57,
257,4661,6,Athletico-PR,Amarelo,Marcos Guilherme,22.0,Meio-campo,25,4736.0,12.0,Coritiba,Alexsandro de Souza,90+4,
258,4661,6,Athletico-PR,Amarelo,Otávio Henrique Santos,7.0,Meio-campo,90+2,4736.0,12.0,Gremio,Hernán Barcos,65,
259,4661,6,Athletico-PR,Amarelo,Sueliton Pereira,2.0,Zagueiro,49,4735.0,12.0,Flamengo,Alecsandro,33,
260,4661,6,Athletico-PR,Amarelo,Natanael Batista Pimenta,6.0,Zagueiro,21,4737.0,13.0,Cruzeiro,Leonardo Renan Simões de Lacerda,60,
261,4665,6,Goias,Amarelo,Thiago Henrique Mendes Ribeiro,23.0,Zagueiro,38,4737.0,13.0,Botafogo-RJ,Edílson Mendes Guimarães,25,
262,4665,6,Santos,Amarelo,Gabriel Barbosa,10.0,Atacante,45+1,4738.0,13.0,Sao Paulo,Alan Kardec,74,
263,4665,6,Goias,Amarelo,David França Oliveira e Silva,8.0,Meio-campo,77,4738.0,13.0,Criciuma,Rodrigo Souza,80,
264,4665,6,Goias,Amarelo,Esquerdinha,,Atacante,37,4739.0,13.0,Vitoria,Caio Canedo Corrêa,77,
265,4665,6,Santos,Amarelo,David Braz,14.0,Zagueiro,12,4739.0,13.0,Gremio,Hernán Barcos,11,
266,4664,6,Palmeiras,Amarelo,William Matheus,16.0,Zagueiro,83,4739.0,13.0,Vitoria,Caio Canedo Corrêa,59,
267,4664,6,Figueirense,Amarelo,Marcos Roberto da Silva Barbosa,3.0,Zagueiro,62,4740.0,13.0,Palmeiras,Henrique Dourado,61,
268,4664,6,Figueirense,Amarelo,Luan José Niedzielski,21.0,Meio-campo,52,4740.0,13.0,Bahia,Kieza,63,
269,4664,6,Palmeiras,Amarelo,Wendel Santana Pereira Santos,13.0,Zagueiro,11,4741.0,13.0,Chapecoense,Rafael Lima,7,
270,4664,6,Figueirense,Amarelo,Thiago Heleno,4.0,Zagueiro,58,4743.0,13.0,Figueirense,Léo Lisboa,42,
271,4666,6,Vitoria,Amarelo,Rafael Berger,,Zagueiro,45+2,4743.0,13.0,Figueirense,Clayton da Silveira da Silva,76,
272,4666,6,Atletico-MG,Amarelo,Lucas Pierre Santos Oliveira,5.0,Meio-campo,45+1,4743.0,13.0,Figueirense,Marco Antônio Miranda Filho,84,
273,4666,6,Vitoria,Amarelo,Ayrton Ganino,,Zagueiro,35,4745.0,13.0,Fluminense,David França Oliveira e Silva,20,Gol Contra
274,4666,6,Atletico-MG,Amarelo,Marion Silva Fernandes,22.0,Atacante,30,4745.0,13.0,Fluminense,Cícero Santos,10,
275,4667,7,Bahia,Amarelo,Wellington Clayton Gonçalves dos Santos,,Meio-campo,78,4744.0,13.0,Internacional,Rafael Moura,57,
276,4668,7,Sao Paulo,Amarelo,Douglas Pereira dos Santos,23.0,Zagueiro,62,4746.0,13.0,Atletico-MG,Léo Pereira,76,Gol Contra
277,4668,7,Sao Paulo,Amarelo,Josef de Souza Dias,8.0,Meio-campo,28,4746.0,13.0,Atletico-MG,Leonardo Silva,34,
278,4668,7,Gremio,Amarelo,Ramiro Moschen Benetti,17.0,Meio-campo,27,4746.0,13.0,Atletico-MG,Deivid Willian da Silva,87,Gol Contra
279,4668,7,Sao Paulo,Amarelo,Maicon,18.0,Meio-campo,72,4746.0,13.0,Athletico-PR,Marcos Guilherme,56,
280,4668,7,Sao Paulo,Amarelo,Paulo Henrique Ganso,10.0,Meio-campo,31,4716.0,10.0,Chapecoense,Jailton,42,
281,4668,7,Gremio,Amarelo,Breno,,Zagueiro,60,4716.0,10.0,Atletico-MG,Leonardo Silva,90+3,
282,4671,7,Sport,Vermelho,Neto Baiano,9.0,Atacante,71,4748.0,14.0,Bahia,Fahel,31,
283,4671,7,Corinthians,Amarelo,Bruno Henrique Corsini,25.0,Meio-campo,45+3,4749.0,14.0,Fluminense,Elivélton,25,
284,4671,7,Sport,Amarelo,Durval,4.0,Zagueiro,37,4749.0,14.0,Coritiba,Germano Borovicz Cardoso Schweger,82,
285,4671,7,Sport,Vermelho,Durval,4.0,Zagueiro,53,4750.0,14.0,Flamengo,Eduardo da Silva,85,
286,4671,7,Sport,Amarelo,Patric Cabral Lalau,12.0,Zagueiro,71,4752.0,14.0,Athletico-PR,Cléverson Gabriel Córdova,45+1,
287,4671,7,Sport,Amarelo,Rodrigo Mancha,5.0,Meio-campo,34,4752.0,14.0,Athletico-PR,Douglas Coutinho,90+3,
288,4672,7,Athletico-PR,Amarelo,Otávio Henrique Santos,7.0,Meio-campo,39,4751.0,14.0,Corinthians,Carlos Gilberto do Nascimento Silva,84,
289,4672,7,Coritiba,Amarelo,Carlos Emiliano Pereira,30.0,Zagueiro,90,4753.0,14.0,Internacional,Cláudio Winck,85,
290,4672,7,Coritiba,Amarelo,Keirrison,99.0,,66,4753.0,14.0,Internacional,Charles Aránguiz,62,
291,4672,7,Coritiba,Amarelo,Júlio César da Silva e Souza,11.0,Atacante,20,4754.0,14.0,Atletico-MG,Diego Tardelli,44,
292,4672,7,Athletico-PR,Amarelo,Weverton Pereira da Silva,12.0,Goleiro,44,4754.0,14.0,Atletico-MG,Jesús Dátolo,87,
293,4672,7,Athletico-PR,Amarelo,Cleberson Martins de Souza,4.0,Zagueiro,12,4754.0,14.0,Palmeiras,Henrique Dourado,54,
294,4672,7,Coritiba,Amarelo,Hermenegildo da Costa Paulo Bartolomeu,45.0,,67,4755.0,14.0,Figueirense,Marcos Roberto da Silva Barbosa,87,
295,4672,7,Coritiba,Amarelo,Welinton,4.0,Zagueiro,58,4756.0,14.0,Vitoria,Kadu,45+2,
296,4670,7,Figueirense,Amarelo,Marcos Roberto da Silva Barbosa,3.0,Zagueiro,88,4756.0,14.0,Sao Paulo,Alexandre Pato,17,
297,4670,7,Goias,Amarelo,Thiago Henrique Mendes Ribeiro,23.0,Zagueiro,72,4756.0,14.0,Sao Paulo,Alexandre Pato,39,
298,4670,7,Goias,Amarelo,Alex Alves Cardoso,15.0,Zagueiro,89,4756.0,14.0,Sao Paulo,Alan Kardec,32,
299,4669,7,Santos,Amarelo,Jubal Rocha Mendes Júnior,36.0,Zagueiro,3,4757.0,15.0,Internacional,Pedro Henrique Pereira da Silva,77,Gol Contra
300,4669,7,Flamengo,Amarelo,Luiz Antônio de Souza Soares,15.0,Meio-campo,44,4758.0,15.0,Corinthians,Carlos Gilberto do Nascimento Silva,43,
301,4669,7,Santos,Vermelho,Geuvânio,11.0,Atacante,76,4758.0,15.0,Bahia,Kieza,36,
302,4669,7,Santos,Amarelo,David Braz,14.0,Zagueiro,90,4761.0,15.0,Gremio,Luan Guilherme de Jesus Vieira,11,Penalty
303,4669,7,Flamengo,Amarelo,Maurício Azevedo Alves,40.0,Meio-campo,80,4761.0,15.0,Gremio,Lucas Coelho,49,
304,4669,7,Flamengo,Amarelo,Samir,4.0,Zagueiro,24,4759.0,15.0,Flamengo,Éverton Cardoso da Silva,17,
305,4673,7,Cruzeiro,Amarelo,Ricardo Goulart,28.0,Meio-campo,90,4762.0,15.0,Cruzeiro,Ricardo Goulart,48,
306,4673,7,Internacional,Amarelo,Wellington Aparecido Martins,41.0,Meio-campo,68,4762.0,15.0,Cruzeiro,Júlio Baptista,88,
307,4673,7,Cruzeiro,Amarelo,Dagoberto Pelentier,11.0,Atacante,35,4762.0,15.0,Cruzeiro,Marcelo Moreno,25,
308,4674,7,Botafogo-RJ,Amarelo,Gabriel Girotto Franco,15.0,,90+2,4760.0,15.0,Palmeiras,Henrique Dourado,60,Penalty
309,4674,7,Botafogo-RJ,Amarelo,Mario Bolatti,23.0,Meio-campo,57,4760.0,15.0,Sao Paulo,Alexandre Pato,53,
310,4674,7,Vitoria,Amarelo,Wilson Rodrigues de Moura Júnior,,Goleiro,81,4760.0,15.0,Sao Paulo,Alan Kardec,89,
311,4674,7,Vitoria,Amarelo,Joseilson Batista dos Santos,,Meio-campo,55,4764.0,15.0,Botafogo-RJ,Daniel Corrêa Freitas,65,
312,4674,7,Botafogo-RJ,Amarelo,Júnior César,,Zagueiro,69,4764.0,15.0,Botafogo-RJ,Pablo Zeballos,68,
313,4674,7,Botafogo-RJ,Amarelo,Emerson Sheik,,Atacante,30,4766.0,15.0,Figueirense,Leonardo Silva,25,Gol Contra
314,4674,7,Vitoria,Amarelo,Danilo Tarracha,,Zagueiro,77,4766.0,15.0,Atletico-MG,Diego Tardelli,74,Penalty
315,4674,7,Vitoria,Amarelo,Neto Coruja,,Meio-campo,30,4766.0,15.0,Figueirense,Clayton da Silveira da Silva,90+1,
316,4675,7,Chapecoense,Amarelo,Neném,10.0,Meio-campo,45+1,4766.0,15.0,Atletico-MG,Jesús Dátolo,8,
317,4675,7,Palmeiras,Amarelo,Lucimar da Silva Ferreira,3.0,Zagueiro,60,4765.0,15.0,Sport,Régis,40,
318,4675,7,Chapecoense,Amarelo,Fabiano,2.0,Zagueiro,33,4765.0,15.0,Athletico-PR,Cleberson Martins de Souza,25,
319,4675,7,Palmeiras,Amarelo,Wesley Lopes Beltrame,11.0,Meio-campo,29,4767.0,16.0,Sport,Patric Cabral Lalau,33,
320,4676,7,Atletico-MG,Amarelo,Leandro Donizete,8.0,Meio-campo,56,4767.0,16.0,Palmeiras,Henrique Dourado,14,
321,4676,7,Criciuma,Amarelo,Bruno Cortês,,Zagueiro,59,4767.0,16.0,Sport,Fábio Szymonek,23,Gol Contra
322,4676,7,Atletico-MG,Amarelo,Alex da Silva,,Zagueiro,44,4768.0,16.0,Figueirense,Clayton da Silveira da Silva,2,
323,4676,7,Criciuma,Amarelo,João Vitor Lima Gomes,,Meio-campo,43,4769.0,16.0,Santos,Thiago Ribeiro,67,
324,4679,8,Sport,Amarelo,Renê Rodrigues Martins,6.0,Zagueiro,66,4769.0,16.0,Santos,Leandro Damião,45,
325,4679,8,Gremio,Amarelo,Marcos Rogério Ricci Lopes,2.0,Zagueiro,28,4770.0,16.0,Coritiba,Luiz Eduardo Figueiredo,18,
326,4679,8,Gremio,Amarelo,Eduardo Pereira Rodrigues,7.0,Meio-campo,58,4770.0,16.0,Coritiba,Keirrison,63,Penalty
327,4677,8,Criciuma,Amarelo,Carlos Eduardo Santos Oliveira,,Zagueiro,78,4772.0,16.0,Chapecoense,Camilo,60,
328,4677,8,Criciuma,Amarelo,Bruno Lopes,,Atacante,63,4773.0,16.0,Flamengo,Léo Moura,65,Penalty
329,4677,8,Criciuma,Amarelo,Silvinho,,Atacante,25,4773.0,16.0,Atletico-MG,Maicosuel,10,
330,4677,8,Coritiba,Amarelo,Júlio César da Silva e Souza,11.0,,84,4773.0,16.0,Flamengo,Eduardo da Silva,71,
331,4677,8,Coritiba,Amarelo,Dener Assunção Braz,6.0,Zagueiro,35,4774.0,16.0,Sao Paulo,Paulo Henrique Ganso,36,
332,4677,8,Criciuma,Amarelo,Paulo Baier,,Meio-campo,73,4775.0,16.0,Corinthians,Luciano da Rocha Neves,78,
333,4677,8,Criciuma,Amarelo,Sérgio Antônio Borges Júnior,,Meio-campo,37,4775.0,16.0,Goias,Jackson de Souza,60,
334,4677,8,Coritiba,Amarelo,Norberto Pereira Marinho Neto,40.0,,89,4775.0,16.0,Corinthians,Luciano da Rocha Neves,85,
335,4677,8,Coritiba,Amarelo,Luis Francisco Grando,25.0,Meio-campo,59,4775.0,16.0,Corinthians,Paolo Guerrero,22,
336,4677,8,Coritiba,Amarelo,Jajá Coelho,50.0,Meio-campo,27,4775.0,16.0,Corinthians,Luciano da Rocha Neves,89,
337,4678,8,Palmeiras,Vermelho,Wesley Lopes Beltrame,11.0,Meio-campo,71,4775.0,16.0,Corinthians,Elias Mendes Trindade,65,
338,4678,8,Palmeiras,Amarelo,Wesley Lopes Beltrame,11.0,Meio-campo,54,4775.0,16.0,Goias,Thiago Henrique Mendes Ribeiro,11,
339,4678,8,Botafogo-RJ,Amarelo,Emerson Sheik,,Atacante,16,4776.0,16.0,Cruzeiro,Dagoberto Pelentier,86,
340,4678,8,Botafogo-RJ,Amarelo,Rodrigo Souto,17.0,,86,4777.0,17.0,Atletico-MG,Diego Tardelli,82,
341,4678,8,Botafogo-RJ,Amarelo,Mario Bolatti,23.0,Meio-campo,9,4778.0,17.0,Botafogo-RJ,Luis Ramírez,31,
342,4680,8,Internacional,Amarelo,Andrés D'Alessandro,10.0,Meio-campo,23,4779.0,17.0,Palmeiras,Juninho,14,
343,4680,8,Chapecoense,Amarelo,André Luiz Paulino de Souza Motta,4.0,Zagueiro,79,4780.0,17.0,Gremio,Hernán Barcos,46,
344,4680,8,Chapecoense,Amarelo,Neuton,13.0,Zagueiro,52,4780.0,17.0,Gremio,Hernán Barcos,49,
345,4680,8,Internacional,Amarelo,Dida,1.0,Goleiro,90,4780.0,17.0,Corinthians,Paolo Guerrero,62,
346,4680,8,Chapecoense,Amarelo,Diones,16.0,Meio-campo,81,4781.0,17.0,Flamengo,Eduardo da Silva,82,
347,4680,8,Chapecoense,Amarelo,Wanderson,5.0,Meio-campo,77,4781.0,17.0,Flamengo,Lucas Mugni,78,Penalty
348,4682,8,Corinthians,Amarelo,Petros,40.0,Meio-campo,75,4782.0,17.0,Figueirense,Everaldo Stum,75,
349,4682,8,Corinthians,Amarelo,Cleber Reis,3.0,Zagueiro,84,4783.0,17.0,Santos,Gabriel Barbosa,86,Penalty
350,4684,8,Atletico-MG,Amarelo,Edcarlos,15.0,Zagueiro,87,4783.0,17.0,Sao Paulo,Paulo Henrique Ganso,24,
351,4684,8,Atletico-MG,Amarelo,Jesús Dátolo,10.0,Meio-campo,75,4783.0,17.0,Sao Paulo,Alexandre Pato,88,
352,4684,8,Atletico-MG,Amarelo,Emerson da Conceição,19.0,Zagueiro,70,4784.0,17.0,Fluminense,Cícero Santos,35,
353,4684,8,Atletico-MG,Amarelo,Lucas Pierre Santos Oliveira,5.0,Meio-campo,36,4784.0,17.0,Fluminense,Fred,43,
354,4684,8,Fluminense,Amarelo,Carlos Andrade Souza,6.0,Zagueiro,44,4784.0,17.0,Fluminense,Fred,80,
355,4684,8,Fluminense,Amarelo,Gum,3.0,Zagueiro,4,4784.0,17.0,Fluminense,Darío Conca,50,
356,4684,8,Fluminense,Vermelho,Michael Vinicius Silva de Morais,,,81,4785.0,17.0,Cruzeiro,Marcelo Moreno,25,
357,4684,8,Atletico-MG,Amarelo,Alex da Silva,,Zagueiro,81,4788.0,18.0,Cruzeiro,Marcelo Moreno,71,
358,4684,8,Atletico-MG,Amarelo,Leandro Donizete,8.0,Meio-campo,71,4788.0,18.0,Cruzeiro,Alisson Euler de Freitas Castro,58,
359,4684,8,Atletico-MG,Amarelo,Leonardo Silva,3.0,Zagueiro,41,4788.0,18.0,Cruzeiro,Leonardo Renan Simões de Lacerda,50,
360,4684,8,Fluminense,Amarelo,Kenedy,30.0,,70,4788.0,18.0,Chapecoense,Zezinho,11,
361,4684,8,Fluminense,Amarelo,Francisco Souza dos Santos,13.0,Meio-campo,36,4788.0,18.0,Cruzeiro,Marcelo Moreno,52,
362,4683,8,Athletico-PR,Amarelo,Léo Pereira,4.0,Zagueiro,24,4788.0,18.0,Chapecoense,Bruno Rangel,70,
363,4683,8,Athletico-PR,Amarelo,Deivid Willian da Silva,5.0,Meio-campo,65,4787.0,18.0,Internacional,Jorge Henrique,20,
364,4683,8,Sao Paulo,Amarelo,Osvaldo Filho,17.0,Atacante,78,4791.0,18.0,Sport,Neto Baiano,50,
365,4685,8,Figueirense,Amarelo,Luan José Niedzielski,21.0,Meio-campo,85,4791.0,18.0,Sport,Danilo Barcelos,52,
366,4686,8,Bahia,Amarelo,Guilherme Oliveira Santos,6.0,Zagueiro,63,4793.0,18.0,Botafogo-RJ,Daniel Corrêa Freitas,63,
367,4686,8,Bahia,Amarelo,Henrique Almeida,,Atacante,32,4789.0,18.0,Corinthians,Romarinho,74,
368,4686,8,Santos,Amarelo,Alan Santos da Silva,,Meio-campo,26,4789.0,18.0,Fluminense,Fred,43,Penalty
369,4686,8,Bahia,Amarelo,Fahel,7.0,Meio-campo,35,4792.0,18.0,Sao Paulo,Rogério Ceni,76,Penalty
370,4686,8,Bahia,Amarelo,Cristian Chagas Tarouco,3.0,Zagueiro,10,4792.0,18.0,Figueirense,Giovanni Augusto,48,
371,4686,8,Santos,Amarelo,Neuciano Gusmão,4.0,Zagueiro,13,4794.0,18.0,Gremio,Hernán Barcos,59,
372,4687,9,Coritiba,Amarelo,Germano Borovicz Cardoso Schweger,48.0,Meio-campo,65,4795.0,18.0,Goias,Erik Nascimento de Lima,84,
373,4687,9,Coritiba,Amarelo,Reginaldo,22.0,Zagueiro,42,4795.0,18.0,Athletico-PR,Cléverson Gabriel Córdova,63,
374,4687,9,Goias,Amarelo,Lucas Pedro de Lima,,,72,4795.0,18.0,Goias,Erik Nascimento de Lima,39,
375,4687,9,Coritiba,Amarelo,Vanderlei Farias da Silva,1.0,Goleiro,50,4795.0,18.0,Goias,Erik Nascimento de Lima,43,
376,4687,9,Coritiba,Amarelo,José Gildeixon Clemente de Paiva,8.0,Meio-campo,40,4796.0,18.0,Flamengo,Alecsandro,71,Penalty
377,4687,9,Goias,Amarelo,Alex Alves Cardoso,15.0,Zagueiro,2,4796.0,18.0,Vitoria,Caio Canedo Corrêa,40,
378,4688,9,Sao Paulo,Amarelo,Reinaldo Manoel da Silva,6.0,Zagueiro,84,4796.0,18.0,Flamengo,Marcelo Augusto Mathias da Silva,33,
379,4688,9,Sao Paulo,Amarelo,Denílson Pereira Neves,15.0,,61,4798.0,19.0,Gremio,Luan Guilherme de Jesus Vieira,90+1,
380,4688,9,Atletico-MG,Amarelo,Lucas Pierre Santos Oliveira,5.0,Meio-campo,84,4797.0,19.0,Santos,David Braz,47,
381,4688,9,Sao Paulo,Amarelo,Lucas Cavalcante Silva Afonso,,Zagueiro,77,4797.0,19.0,Santos,David Braz,52,
382,4688,9,Atletico-MG,Amarelo,Emerson da Conceição,19.0,Zagueiro,85,4797.0,19.0,Santos,Leandro Damião,74,
383,4689,9,Vitoria,Amarelo,Joseilson Batista dos Santos,,Meio-campo,78,4797.0,19.0,Vitoria,Telmário de Araújo Sacramento,65,
384,4689,9,Vitoria,Amarelo,Danilo Tarracha,,Zagueiro,35,4802.0,19.0,Atletico-MG,Leonardo Silva,70,
385,4689,9,Sport,Amarelo,Érico Júnior,18.0,Atacante,18,4800.0,19.0,Sao Paulo,Alexandre Pato,26,
386,4689,9,Vitoria,Amarelo,Euller,16.0,Meio-campo,89,4800.0,19.0,Sao Paulo,Rithely,7,Gol Contra
387,4689,9,Vitoria,Amarelo,Vinícius Santos Silva,,,62,4803.0,19.0,Fluminense,Cícero Santos,23,
